N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Año,Mes,Día,Hora
580169,2021-12-02 11:38:00,17949,United Kingdom,24,81.36,2021,12,2,11
562540,2021-08-05 15:38:00,17400,United Kingdom,494,817.44,2021,8,5,15
574311,2021-11-03 16:56:00,15640,United Kingdom,472,998.72,2021,11,3,16
566786,2021-09-15 10:29:00,13518,United Kingdom,392,659.44,2021,9,15,10
563199,2021-08-14 10:38:00,16326,United Kingdom,20,151.0,2021,8,14,10
576339,2021-11-14 15:27:00,14096,United Kingdom,2175,8425.54,2021,11,14,15
578075,2021-11-22 16:11:00,15039,United Kingdom,63,118.79,2021,11,22,16
577020,2021-11-17 12:32:00,17147,United Kingdom,193,365.29,2021,11,17,12
569373,2021-10-03 16:12:00,12971,United Kingdom,200,162.64,2021,10,3,16
542605,2021-01-30 12:42:00,17796,United Kingdom,59,225.1,2021,1,30,12
580050,2021-12-01 12:54:00,14960,United Kingdom,201,132.97,2021,12,1,12
560200,2021-07-15 12:59:00,13184,United Kingdom,24,30.0,2021,7,15,12
561904,2021-08-01 08:30:00,17941,United Kingdom,252,304.56,2021,8,1,8
577064,2021-11-17 14:43:00,16656,United Kingdom,562,295.14,2021,11,17,14
571747,2021-10-19 10:59:00,13849,United Kingdom,684,944.37,2021,10,19,10
541606,2021-01-20 09:25:00,14784,United Kingdom,56,114.68,2021,1,20,9
580822,2021-12-06 11:33:00,17884,United Kingdom,299,114.61,2021,12,6,11
569232,2021-10-02 15:26:00,16667,United Kingdom,159,366.78,2021,10,2,15
571295,2021-10-16 16:12:00,14741,United Kingdom,117,303.43,2021,10,16,16
574038,2021-11-02 12:56:00,18164,United Kingdom,184,399.65,2021,11,2,12
580127,2021-12-01 17:51:00,14911,Eire,257,309.2,2021,12,1,17
536635,2020-12-02 11:22:00,15955,United Kingdom,246,572.38,2020,12,2,11
578400,2021-11-24 11:52:00,12748,United Kingdom,110,168.13,2021,11,24,11
565381,2021-09-02 15:23:00,16173,United Kingdom,137,429.38,2021,9,2,15
559137,2021-07-06 13:25:00,17861,United Kingdom,8,5.2,2021,7,6,13
566218,2021-09-09 15:25:00,13079,United Kingdom,6,35.7,2021,9,9,15
537672,2020-12-08 09:30:00,13050,United Kingdom,182,328.01,2020,12,8,9
557881,2021-06-23 13:22:00,14401,United Kingdom,360,302.16,2021,6,23,13
558761,2021-07-03 12:52:00,15033,United Kingdom,103,175.65,2021,7,3,12
574278,2021-11-03 14:42:00,15814,United Kingdom,228,456.24,2021,11,3,14
559524,2021-07-10 10:14:00,16866,United Kingdom,12,45.0,2021,7,10,10
563822,2021-08-19 12:13:00,16184,United Kingdom,150,315.98,2021,8,19,12
548006,2021-03-29 10:50:00,18226,United Kingdom,235,428.05,2021,3,29,10
546775,2021-03-16 15:58:00,17306,United Kingdom,144,152.64,2021,3,16,15
542568,2021-01-28 14:53:00,14215,United Kingdom,67,160.05,2021,1,28,14
544942,2021-02-25 10:29:00,15544,United Kingdom,304,365.1,2021,2,25,10
580105,2021-12-01 15:24:00,17675,United Kingdom,198,520.66,2021,12,1,15
552779,2021-05-11 12:13:00,13013,United Kingdom,77,194.63,2021,5,11,12
547085,2021-03-20 15:41:00,12600,Germany,25,124.08,2021,3,20,15
542898,2021-02-01 14:01:00,16110,United Kingdom,210,409.7,2021,2,1,14
537465,2020-12-07 10:32:00,17735,United Kingdom,218,454.6,2020,12,7,10
575141,2021-11-08 15:35:00,15615,United Kingdom,435,787.29,2021,11,8,15
563247,2021-08-15 10:59:00,13089,United Kingdom,360,256.08,2021,8,15,10
581459,2021-12-08 18:46:00,17949,United Kingdom,1200,864.0,2021,12,8,18
572753,2021-10-25 17:29:00,15856,United Kingdom,231,292.25,2021,10,25,17
549237,2021-04-07 11:29:00,13950,United Kingdom,81,179.31,2021,4,7,11
565675,2021-09-06 09:51:00,15513,United Kingdom,601,2184.59,2021,9,6,9
575850,2021-11-11 12:11:00,17512,United Kingdom,512,451.68,2021,11,11,12
538184,2020-12-10 10:21:00,17880,United Kingdom,314,458.92,2020,12,10,10
568417,2021-09-27 11:10:00,14911,Eire,202,776.3,2021,9,27,11
576237,2021-11-14 13:32:00,12971,United Kingdom,12,65.4,2021,11,14,13
571107,2021-10-13 16:17:00,13858,United Kingdom,75,216.17,2021,10,13,16
546116,2021-03-09 13:53:00,15367,United Kingdom,412,764.58,2021,3,9,13
570791,2021-10-12 11:58:00,17346,United Kingdom,171,245.19,2021,10,12,11
548707,2021-04-03 12:08:00,13781,United Kingdom,30,127.84,2021,4,3,12
548975,2021-04-05 11:47:00,17596,United Kingdom,729,354.29,2021,4,5,11
539185,2020-12-16 11:53:00,16470,United Kingdom,99,216.34,2020,12,16,11
566016,2021-09-08 12:20:00,15144,United Kingdom,470,591.9,2021,9,8,12
571462,2021-10-17 14:14:00,16363,United Kingdom,52,109.36,2021,10,17,14
561093,2021-07-25 10:01:00,12540,Spain,649,1358.39,2021,7,25,10
538421,2020-12-12 12:08:00,17917,United Kingdom,56,110.91,2020,12,12,12
554125,2021-05-23 08:52:00,13885,United Kingdom,159,399.15,2021,5,23,8
543294,2021-02-07 11:39:00,17849,United Kingdom,15,127.35,2021,2,7,11
572028,2021-10-20 11:47:00,15296,United Kingdom,491,1073.37,2021,10,20,11
542004,2021-01-25 11:08:00,12971,United Kingdom,72,88.8,2021,1,25,11
559418,2021-07-08 11:36:00,12681,France,325,579.26,2021,7,8,11
568396,2021-09-27 10:24:00,16462,United Kingdom,8,68.0,2021,9,27,10
579466,2021-11-29 14:57:00,15189,United Kingdom,72,306.0,2021,11,29,14
547861,2021-03-27 12:36:00,16701,United Kingdom,232,353.3,2021,3,27,12
547034,2021-03-20 10:30:00,18229,United Kingdom,52,361.4,2021,3,20,10
557861,2021-06-23 12:13:00,13437,United Kingdom,111,220.83,2021,6,23,12
569527,2021-10-04 14:53:00,12512,Israel,95,122.33,2021,10,4,14
580671,2021-12-05 14:26:00,15159,United Kingdom,444,378.36,2021,12,5,14
559146,2021-07-06 14:18:00,12921,United Kingdom,244,615.3,2021,7,6,14
572030,2021-10-20 11:51:00,14923,United Kingdom,418,749.1,2021,10,20,11
544698,2021-02-23 09:53:00,17949,United Kingdom,360,259.2,2021,2,23,9
574280,2021-11-03 14:47:00,13408,United Kingdom,374,660.7,2021,11,3,14
549829,2021-04-12 12:56:00,16713,United Kingdom,198,341.0,2021,4,12,12
563720,2021-08-18 16:24:00,15867,United Kingdom,198,326.01,2021,8,18,16
548910,2021-04-05 08:51:00,17940,United Kingdom,1296,259.2,2021,4,5,8
554670,2021-05-25 15:47:00,18044,United Kingdom,26,77.52,2021,5,25,15
541797,2021-01-21 14:04:00,12970,United Kingdom,6,17.2,2021,1,21,14
558419,2021-06-29 11:41:00,17702,United Kingdom,177,335.33,2021,6,29,11
568591,2021-09-28 10:39:00,17088,United Kingdom,222,352.62,2021,9,28,10
545346,2021-03-02 09:49:00,12834,United Kingdom,110,312.38,2021,3,2,9
574575,2021-11-04 17:03:00,14971,United Kingdom,352,491.51,2021,11,4,17
555527,2021-06-05 11:44:00,14364,United Kingdom,73,399.35,2021,6,5,11
555232,2021-06-01 12:33:00,14597,United Kingdom,118,165.1,2021,6,1,12
569143,2021-09-30 15:04:00,15867,United Kingdom,118,357.71,2021,9,30,15
564744,2021-08-28 15:25:00,13778,United Kingdom,70,178.7,2021,8,28,15
568376,2021-09-26 17:20:00,14031,United Kingdom,690,1592.12,2021,9,26,17
554770,2021-05-26 11:40:00,14911,Eire,305,482.44,2021,5,26,11
550658,2021-04-20 09:01:00,13576,United Kingdom,144,426.24,2021,4,20,9
545000,2021-02-25 12:37:00,15281,United Kingdom,85,234.15,2021,2,25,12
540688,2021-01-11 07:57:00,12736,France,173,234.0,2021,1,11,7
560607,2021-07-20 10:15:00,12510,Spain,59,301.52,2021,7,20,10
537865,2020-12-08 16:34:00,16011,United Kingdom,125,237.95,2020,12,8,16
538167,2020-12-09 18:58:00,14713,United Kingdom,125,298.95,2020,12,9,18
543198,2021-02-04 12:37:00,16109,United Kingdom,84,315.0,2021,2,4,12
577052,2021-11-17 14:08:00,17397,United Kingdom,150,397.63,2021,11,17,14
555798,2021-06-07 11:32:00,16422,United Kingdom,875,1121.13,2021,6,7,11
544940,2021-02-25 10:19:00,16592,United Kingdom,334,455.28,2021,2,25,10
555285,2021-06-02 09:38:00,14298,United Kingdom,186,362.7,2021,6,2,9
577108,2021-11-17 17:34:00,15983,United Kingdom,192,326.75,2021,11,17,17
565423,2021-09-04 12:23:00,12569,Germany,39,91.86,2021,9,4,12
554096,2021-05-22 12:51:00,14921,United Kingdom,631,903.01,2021,5,22,12
548563,2021-04-01 10:21:00,18118,United Kingdom,47,125.63,2021,4,1,10
556054,2021-06-08 13:26:00,14561,United Kingdom,183,222.07,2021,6,8,13
548992,2021-04-05 13:52:00,13089,United Kingdom,250,838.08,2021,4,5,13
547203,2021-03-21 13:51:00,17146,United Kingdom,117,265.63,2021,3,21,13
561679,2021-07-28 18:56:00,15245,United Kingdom,550,778.12,2021,7,28,18
562713,2021-08-08 15:17:00,15189,United Kingdom,244,576.84,2021,8,8,15
581252,2021-12-08 11:02:00,14129,United Kingdom,86,152.58,2021,12,8,11
549665,2021-04-11 12:17:00,14541,United Kingdom,52,134.8,2021,4,11,12
562272,2021-08-04 08:18:00,12971,United Kingdom,54,83.1,2021,8,4,8
540173,2021-01-05 12:32:00,15661,United Kingdom,80,116.0,2021,1,5,12
568657,2021-09-28 12:22:00,16460,United Kingdom,191,253.26,2021,9,28,12
552196,2021-05-06 14:32:00,18078,United Kingdom,45,138.19,2021,5,6,14
542130,2021-01-25 15:36:00,13468,United Kingdom,66,146.1,2021,1,25,15
562392,2021-08-04 16:07:00,15205,United Kingdom,196,476.3,2021,8,4,16
558328,2021-06-28 12:09:00,15146,United Kingdom,559,492.94,2021,6,28,12
539040,2020-12-15 15:14:00,17214,United Kingdom,43,171.05,2020,12,15,15
569858,2021-10-06 14:33:00,12939,United Kingdom,432,887.52,2021,10,6,14
542239,2021-01-26 14:35:00,17786,United Kingdom,56,114.85,2021,1,26,14
573008,2021-10-27 12:26:00,12901,United Kingdom,4936,1146.96,2021,10,27,12
572227,2021-10-21 14:01:00,15051,United Kingdom,536,768.19,2021,10,21,14
566080,2021-09-09 10:05:00,15187,United Kingdom,1,15.0,2021,9,9,10
571726,2021-10-19 09:00:00,16191,United Kingdom,546,927.4,2021,10,19,9
557474,2021-06-20 13:29:00,12432,Norway,336,454.6,2021,6,20,13
564652,2021-08-26 14:20:00,14646,Netherlands,480,998.4,2021,8,26,14
538858,2020-12-14 13:58:00,16553,United Kingdom,640,951.24,2020,12,14,13
545995,2021-03-08 13:54:00,15023,United Kingdom,418,767.84,2021,3,8,13
563165,2021-08-12 12:36:00,14646,Netherlands,992,825.6,2021,8,12,12
566434,2021-09-12 15:01:00,17090,United Kingdom,294,705.74,2021,9,12,15
554998,2021-05-29 15:35:00,15925,United Kingdom,93,207.15,2021,5,29,15
565791,2021-09-07 09:33:00,16029,United Kingdom,96,189.6,2021,9,7,9
548644,2021-04-01 13:02:00,15291,United Kingdom,288,396.0,2021,4,1,13
554147,2021-05-23 10:48:00,12423,Belgium,161,333.82,2021,5,23,10
561115,2021-07-25 12:12:00,17675,United Kingdom,113,252.4,2021,7,25,12
568661,2021-09-28 12:34:00,18109,United Kingdom,85,311.37,2021,9,28,12
548669,2021-04-01 15:13:00,15691,United Kingdom,72,136.8,2021,4,1,15
542408,2021-01-27 16:29:00,13280,United Kingdom,343,392.01,2021,1,27,16
580632,2021-12-05 12:16:00,16360,United Kingdom,497,764.34,2021,12,5,12
560871,2021-07-21 14:40:00,14745,United Kingdom,10,20.8,2021,7,21,14
580214,2021-12-02 12:10:00,14092,United Kingdom,24,42.36,2021,12,2,12
545475,2021-03-03 10:59:00,12415,Australia,10272,16726.84,2021,3,3,10
573135,2021-10-27 17:00:00,12952,United Kingdom,101,283.87,2021,10,27,17
569024,2021-09-30 10:04:00,12822,United Kingdom,126,257.98,2021,9,30,10
578319,2021-11-23 16:48:00,15393,United Kingdom,56,107.76,2021,11,23,16
546412,2021-03-11 16:50:00,12748,United Kingdom,13,70.29,2021,3,11,16
539324,2020-12-16 19:51:00,14985,United Kingdom,89,124.51,2020,12,16,19
571231,2021-10-14 14:22:00,15856,United Kingdom,690,992.0,2021,10,14,14
575038,2021-11-08 11:51:00,18135,United Kingdom,96,171.84,2021,11,8,11
581493,2021-12-09 10:10:00,12423,Belgium,203,208.64,2021,12,9,10
575729,2021-11-10 19:49:00,17932,United Kingdom,196,397.06,2021,11,10,19
562920,2021-08-10 14:13:00,14495,United Kingdom,22,40.6,2021,8,10,14
555537,2021-06-05 12:37:00,15453,United Kingdom,97,197.09,2021,6,5,12
544100,2021-02-16 10:25:00,15002,United Kingdom,108,254.44,2021,2,16,10
578547,2021-11-24 15:02:00,12720,Germany,361,324.74,2021,11,24,15
557748,2021-06-22 12:32:00,14527,United Kingdom,32,86.65,2021,6,22,12
553382,2021-05-16 15:47:00,14217,United Kingdom,96,202.24,2021,5,16,15
546247,2021-03-10 13:34:00,18086,United Kingdom,106,101.34,2021,3,10,13
572871,2021-10-26 13:24:00,13408,United Kingdom,253,327.98,2021,10,26,13
558027,2021-06-24 11:08:00,14032,United Kingdom,236,309.8,2021,6,24,11
557489,2021-06-20 14:58:00,12490,France,211,484.06,2021,6,20,14
550464,2021-04-18 13:30:00,16550,United Kingdom,362,484.25,2021,4,18,13
571043,2021-10-13 13:20:00,17892,United Kingdom,4,10.2,2021,10,13,13
545157,2021-02-28 13:27:00,14239,United Kingdom,150,205.38,2021,2,28,13
572453,2021-10-24 12:37:00,12921,United Kingdom,55,180.33,2021,10,24,12
564190,2021-08-23 16:01:00,16143,United Kingdom,178,375.19,2021,8,23,16
552826,2021-05-11 13:20:00,14277,France,859,1637.43,2021,5,11,13
553403,2021-05-17 08:18:00,18061,United Kingdom,41,159.49,2021,5,17,8
568670,2021-09-28 13:07:00,14978,United Kingdom,108,394.14,2021,9,28,13
574917,2021-11-07 16:30:00,14135,United Kingdom,136,386.74,2021,11,7,16
573412,2021-10-30 16:11:00,13870,United Kingdom,28,54.6,2021,10,30,16
552450,2021-05-09 13:51:00,13798,United Kingdom,650,967.52,2021,5,9,13
577515,2021-11-20 13:02:00,13427,United Kingdom,114,117.74,2021,11,20,13
554980,2021-05-29 11:59:00,17613,United Kingdom,16,55.2,2021,5,29,11
558044,2021-06-24 13:29:00,13870,United Kingdom,34,112.5,2021,6,24,13
538165,2020-12-09 17:34:00,14031,United Kingdom,154,185.82,2020,12,9,17
548716,2021-04-03 15:50:00,14023,United Kingdom,162,273.14,2021,4,3,15
566822,2021-09-15 11:33:00,17677,United Kingdom,181,320.68,2021,9,15,11
571282,2021-10-16 13:24:00,15545,United Kingdom,88,157.39,2021,10,16,13
561258,2021-07-26 12:03:00,15513,United Kingdom,861,1611.11,2021,7,26,12
573382,2021-10-30 14:15:00,17655,United Kingdom,125,287.87,2021,10,30,14
581421,2021-12-08 15:23:00,15898,United Kingdom,146,385.89,2021,12,8,15
549543,2021-04-10 11:14:00,18118,United Kingdom,102,197.5,2021,4,10,11
581485,2021-12-09 09:38:00,17389,United Kingdom,114,741.9,2021,12,9,9
571067,2021-10-13 15:08:00,16793,United Kingdom,146,243.84,2021,10,13,15
571906,2021-10-19 14:55:00,14297,United Kingdom,3,14.85,2021,10,19,14
543547,2021-02-09 16:57:00,17358,United Kingdom,45,119.15,2021,2,9,16
544306,2021-02-17 13:57:00,13085,United Kingdom,172,278.1,2021,2,17,13
573865,2021-11-01 12:00:00,15311,United Kingdom,173,358.59,2021,11,1,12
556517,2021-06-13 10:52:00,12481,Germany,417,1001.21,2021,6,13,10
580065,2021-12-01 13:33:00,15434,United Kingdom,46,150.9,2021,12,1,13
556723,2021-06-14 11:25:00,18102,United Kingdom,756,3060.4,2021,6,14,11
561465,2021-07-27 12:45:00,16447,United Kingdom,223,259.01,2021,7,27,12
565649,2021-09-05 16:27:00,16712,United Kingdom,158,482.8,2021,9,5,16
576865,2021-11-16 16:08:00,12748,United Kingdom,45,103.69,2021,11,16,16
560978,2021-07-22 12:20:00,15815,United Kingdom,446,480.62,2021,7,22,12
548715,2021-04-03 15:22:00,17758,United Kingdom,407,583.79,2021,4,3,15
574102,2021-11-03 10:27:00,16128,United Kingdom,110,278.52,2021,11,3,10
577950,2021-11-22 12:09:00,14129,United Kingdom,151,245.05,2021,11,22,12
575165,2021-11-08 17:05:00,14342,United Kingdom,46,91.04,2021,11,8,17
568423,2021-09-27 11:24:00,17061,United Kingdom,118,573.4,2021,9,27,11
539306,2020-12-16 17:38:00,17659,United Kingdom,21,112.15,2020,12,16,17
574914,2021-11-07 16:16:00,17109,United Kingdom,142,182.83,2021,11,7,16
562449,2021-08-04 20:01:00,14562,United Kingdom,162,250.32,2021,8,4,20
545815,2021-03-07 12:26:00,14012,United Kingdom,160,328.8,2021,3,7,12
542406,2021-01-27 16:13:00,17757,United Kingdom,51,133.45,2021,1,27,16
563578,2021-08-17 15:11:00,12949,United Kingdom,289,425.75,2021,8,17,15
579408,2021-11-29 12:34:00,14701,United Kingdom,258,584.14,2021,11,29,12
543397,2021-02-08 10:32:00,17859,United Kingdom,127,148.21,2021,2,8,10
545697,2021-03-06 14:38:00,14504,United Kingdom,110,147.23,2021,3,6,14
553423,2021-05-17 10:28:00,17811,United Kingdom,90,187.42,2021,5,17,10
564090,2021-08-23 09:53:00,17041,United Kingdom,349,446.39,2021,8,23,9
536667,2020-12-02 12:09:00,15260,United Kingdom,214,362.5,2020,12,2,12
566713,2021-09-14 12:05:00,15933,United Kingdom,345,411.81,2021,9,14,12
549251,2021-04-07 12:16:00,14449,United Kingdom,194,191.06,2021,4,7,12
562926,2021-08-10 14:55:00,17512,United Kingdom,302,350.58,2021,8,10,14
555577,2021-06-05 15:53:00,15301,United Kingdom,241,557.85,2021,6,5,15
566451,2021-09-12 16:14:00,18069,United Kingdom,471,788.1,2021,9,12,16
557005,2021-06-16 11:24:00,13700,United Kingdom,438,302.14,2021,6,16,11
552032,2021-05-05 18:16:00,14393,United Kingdom,13,67.95,2021,5,5,18
560853,2021-07-21 12:33:00,15311,United Kingdom,260,460.7,2021,7,21,12
571845,2021-10-19 12:34:00,16869,United Kingdom,209,304.72,2021,10,19,12
542382,2021-01-27 14:10:00,14738,United Kingdom,83,204.77,2021,1,27,14
571565,2021-10-18 10:18:00,12720,Germany,82,163.1,2021,10,18,10
544074,2021-02-15 14:49:00,14156,Eire,470,856.26,2021,2,15,14
550627,2021-04-19 14:36:00,16633,United Kingdom,177,447.52,2021,4,19,14
546321,2021-03-11 09:39:00,16475,United Kingdom,192,310.0,2021,3,11,9
554337,2021-05-23 17:25:00,17920,United Kingdom,94,259.9,2021,5,23,17
560724,2021-07-20 13:55:00,16186,United Kingdom,464,534.34,2021,7,20,13
557893,2021-06-23 14:12:00,15228,United Kingdom,268,348.6,2021,6,23,14
566234,2021-09-11 11:08:00,15035,United Kingdom,245,252.73,2021,9,11,11
560233,2021-07-17 11:10:00,16813,United Kingdom,477,247.44,2021,7,17,11
563089,2021-08-11 16:54:00,15469,United Kingdom,128,304.3,2021,8,11,16
576859,2021-11-16 15:56:00,18167,United Kingdom,152,495.78,2021,11,16,15
564871,2021-08-31 10:46:00,17949,United Kingdom,1000,340.0,2021,8,31,10
560185,2021-07-15 11:50:00,14676,United Kingdom,744,542.4,2021,7,15,11
543177,2021-02-04 09:56:00,14466,United Kingdom,70,323.5,2021,2,4,9
572284,2021-10-23 12:08:00,16744,United Kingdom,213,280.2,2021,10,23,12
575884,2021-11-11 13:46:00,12685,France,203,413.12,2021,11,11,13
538147,2020-12-09 16:11:00,13090,United Kingdom,1,15.0,2020,12,9,16
574943,2021-11-08 07:52:00,13026,United Kingdom,228,170.64,2021,11,8,7
568394,2021-09-27 10:20:00,13314,United Kingdom,356,499.62,2021,9,27,10
545227,2021-03-01 09:35:00,12428,Finland,1273,2474.62,2021,3,1,9
556483,2021-06-12 13:12:00,14823,United Kingdom,40,110.78,2021,6,12,13
551991,2021-05-05 15:29:00,14697,United Kingdom,74,89.4,2021,5,5,15
550955,2021-04-21 16:26:00,14189,United Kingdom,226,318.78,2021,4,21,16
567323,2021-09-19 14:23:00,17557,United Kingdom,147,288.36,2021,9,19,14
579062,2021-11-28 10:29:00,17651,United Kingdom,151,291.95,2021,11,28,10
564083,2021-08-23 08:54:00,17469,United Kingdom,124,304.2,2021,8,23,8
538594,2020-12-13 11:57:00,16927,United Kingdom,490,218.1,2020,12,13,11
557963,2021-06-24 09:24:00,13709,United Kingdom,162,327.6,2021,6,24,9
547387,2021-03-22 16:00:00,12539,Spain,335,1085.99,2021,3,22,16
577061,2021-11-17 14:40:00,14911,Eire,383,842.94,2021,11,17,14
579254,2021-11-28 17:05:00,14511,United Kingdom,209,301.32,2021,11,28,17
555640,2021-06-06 13:06:00,14475,United Kingdom,112,315.62,2021,6,6,13
565936,2021-09-08 10:49:00,15653,United Kingdom,1152,829.44,2021,9,8,10
574726,2021-11-06 14:56:00,14664,United Kingdom,302,389.04,2021,11,6,14
537751,2020-12-08 11:04:00,17706,United Kingdom,16,38.8,2020,12,8,11
539317,2020-12-16 19:04:00,17392,United Kingdom,221,312.41,2020,12,16,19
537138,2020-12-05 12:44:00,17211,United Kingdom,204,273.3,2020,12,5,12
546986,2021-03-18 12:56:00,14194,United Kingdom,459,566.37,2021,3,18,12
574535,2021-11-04 14:31:00,16555,United Kingdom,85,133.91,2021,11,4,14
574722,2021-11-06 14:45:00,14502,United Kingdom,378,386.31,2021,11,6,14
562710,2021-08-08 14:37:00,14298,United Kingdom,474,598.88,2021,8,8,14
573578,2021-10-31 14:13:00,16018,United Kingdom,146,247.0,2021,10,31,14
561898,2021-07-31 15:25:00,12456,Switzerland,628,1325.23,2021,7,31,15
538409,2020-12-12 11:49:00,17236,United Kingdom,67,126.28,2020,12,12,11
574953,2021-11-08 09:50:00,16187,United Kingdom,220,316.36,2021,11,8,9
540482,2021-01-07 15:48:00,14672,United Kingdom,147,285.28,2021,1,7,15
558375,2021-06-28 16:02:00,13418,United Kingdom,162,376.92,2021,6,28,16
579445,2021-11-29 13:41:00,15206,United Kingdom,72,183.6,2021,11,29,13
560360,2021-07-18 11:55:00,12744,Singapore,2160,3949.32,2021,7,18,11
544944,2021-02-25 10:46:00,14541,United Kingdom,96,292.4,2021,2,25,10
556247,2021-06-09 16:16:00,15058,United Kingdom,138,270.55,2021,6,9,16
552571,2021-05-10 12:08:00,14688,United Kingdom,199,340.05,2021,5,10,12
570725,2021-10-12 11:30:00,12381,Norway,1,4.5,2021,10,12,11
568203,2021-09-25 15:15:00,13435,United Kingdom,303,884.9,2021,9,25,15
556098,2021-06-08 15:36:00,16832,United Kingdom,5,62.5,2021,6,8,15
574738,2021-11-06 16:01:00,12748,United Kingdom,139,249.64,2021,11,6,16
541984,2021-01-24 15:48:00,13117,United Kingdom,102,111.78,2021,1,24,15
545522,2021-03-03 12:35:00,15596,United Kingdom,149,303.03,2021,3,3,12
568013,2021-09-23 11:39:00,17480,United Kingdom,338,511.82,2021,9,23,11
562913,2021-08-10 13:19:00,17042,United Kingdom,220,241.92,2021,8,10,13
555740,2021-06-07 09:51:00,18226,United Kingdom,360,387.42,2021,6,7,9
549523,2021-04-08 15:35:00,12748,United Kingdom,7,32.65,2021,4,8,15
570213,2021-10-09 11:32:00,16248,United Kingdom,78,152.94,2021,10,9,11
567506,2021-09-20 14:37:00,13038,United Kingdom,80,316.7,2021,9,20,14
558041,2021-06-24 13:20:00,12422,Switzerland,175,417.36,2021,6,24,13
561521,2021-07-27 17:06:00,17870,United Kingdom,17,40.05,2021,7,27,17
537707,2020-12-08 10:53:00,14032,United Kingdom,176,303.86,2020,12,8,10
542989,2021-02-02 11:41:00,15226,United Kingdom,71,154.41,2021,2,2,11
538203,2020-12-10 11:21:00,13767,United Kingdom,116,186.6,2020,12,10,11
573282,2021-10-28 13:55:00,18030,United Kingdom,46,121.1,2021,10,28,13
573076,2021-10-27 14:05:00,13488,United Kingdom,576,878.98,2021,10,27,14
570223,2021-10-09 13:11:00,15787,United Kingdom,286,492.05,2021,10,9,13
565492,2021-09-05 11:43:00,13881,United Kingdom,96,177.6,2021,9,5,11
558028,2021-06-24 11:39:00,15128,United Kingdom,385,374.4,2021,6,24,11
552872,2021-05-12 09:09:00,16985,United Kingdom,250,766.9,2021,5,12,9
550776,2021-04-20 13:19:00,15805,United Kingdom,67,140.85,2021,4,20,13
557476,2021-06-20 13:41:00,18223,United Kingdom,103,342.11,2021,6,20,13
573179,2021-10-28 10:56:00,13199,United Kingdom,264,1826.88,2021,10,28,10
551739,2021-05-04 10:58:00,18118,United Kingdom,69,141.94,2021,5,4,10
545419,2021-03-02 14:16:00,15104,United Kingdom,220,374.64,2021,3,2,14
575208,2021-11-09 10:27:00,18172,United Kingdom,24,15.6,2021,11,9,10
544592,2021-02-21 15:30:00,16775,United Kingdom,26,171.05,2021,2,21,15
540990,2021-01-12 16:51:00,17048,United Kingdom,143,258.41,2021,1,12,16
571926,2021-10-19 16:41:00,16722,United Kingdom,254,450.37,2021,10,19,16
539752,2020-12-21 15:43:00,12515,Italy,131,383.7,2020,12,21,15
542927,2021-02-02 10:06:00,18198,United Kingdom,180,303.56,2021,2,2,10
543734,2021-02-11 12:22:00,17512,United Kingdom,373,494.51,2021,2,11,12
563905,2021-08-21 11:43:00,13267,United Kingdom,145,313.35,2021,8,21,11
567638,2021-09-21 13:58:00,17865,United Kingdom,16,73.6,2021,9,21,13
578068,2021-11-22 15:45:00,14505,United Kingdom,329,695.19,2021,11,22,15
562652,2021-08-08 13:34:00,14844,United Kingdom,365,714.33,2021,8,8,13
572923,2021-10-27 08:35:00,15948,United Kingdom,439,644.24,2021,10,27,8
564089,2021-08-23 09:53:00,15971,United Kingdom,140,291.4,2021,8,23,9
556439,2021-06-10 14:46:00,18061,United Kingdom,25,147.75,2021,6,10,14
561672,2021-07-28 17:18:00,12830,United Kingdom,576,587.52,2021,7,28,17
578283,2021-11-23 13:54:00,13139,United Kingdom,224,353.52,2021,11,23,13
558159,2021-06-27 11:50:00,16904,United Kingdom,70,167.59,2021,6,27,11
563912,2021-08-21 12:58:00,17675,United Kingdom,383,962.09,2021,8,21,12
553095,2021-05-13 11:54:00,16180,United Kingdom,236,417.4,2021,5,13,11
568062,2021-09-23 13:18:00,14014,United Kingdom,1076,505.18,2021,9,23,13
538268,2020-12-10 12:45:00,18065,United Kingdom,52,116.9,2020,12,10,12
564093,2021-08-23 10:29:00,14930,Channel Islands,413,1103.15,2021,8,23,10
547817,2021-03-25 14:34:00,17946,United Kingdom,9,17.55,2021,3,25,14
578021,2021-11-22 13:22:00,12748,United Kingdom,9,30.35,2021,11,22,13
569519,2021-10-04 14:31:00,13792,United Kingdom,64,120.95,2021,10,4,14
548870,2021-04-04 14:41:00,14606,United Kingdom,58,129.18,2021,4,4,14
557526,2021-06-21 09:30:00,14397,United Kingdom,52,91.8,2021,6,21,9
568040,2021-09-23 12:09:00,12681,France,479,790.54,2021,9,23,12
537214,2020-12-05 15:35:00,16422,United Kingdom,2048,1668.2,2020,12,5,15
560821,2021-07-21 11:17:00,17848,United Kingdom,11,109.45,2021,7,21,11
544790,2021-02-23 12:27:00,16940,United Kingdom,549,757.68,2021,2,23,12
541003,2021-01-13 10:35:00,15835,United Kingdom,155,301.11,2021,1,13,10
536600,2020-12-02 08:32:00,17850,United Kingdom,56,251.62,2020,12,2,8
580644,2021-12-05 13:10:00,16904,United Kingdom,239,349.02,2021,12,5,13
